"State","County","Worst.Crime.Display","Crime.Category","Year.of.Crime","Year.of.1st.Conviction"
"Florida","Bradford","Murder","Misconduct",1992,1993
"California","Orange","Murder","Misconduct",1979,1980
"Florida","Palm Beach","Sexual Assault","Misconduct",1996,1996
"Texas","Harris","Sexual Assault","Misconduct",1983,1983
"California","Los Angeles","Murder","Misconduct",1983,1984
"New York","Kings","Murder","Misconduct",1983,1985
"Oklahoma","Tulsa","Murder","Misconduct",1997,1998
"Vermont","Windham","Murder","Misconduct",1994,1995
"Oklahoma","Oklahoma","Drug Possession or Sale","Misdemeanor",2019,2019
"Alaska","Bethel","Harassment","Violent felony",2014,2014
"Kentucky","Jefferson","Sexual Assault","Misconduct",1992,1993
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2005
"Utah","Juab","Sexual Assault","Misconduct",1992,1993
"Fed-IL","(Northern)","Drug Possession or Sale","Misdemeanor",1988,1991
"Michigan","Genesee","Murder","Misconduct",2009,2010
"New York","New York","Sexual Assault","Misconduct",1995,1996
"Missouri","Randolph","Murder","Misconduct",1983,1988
"Texas","Lubbock","Theft","Misdemeanor",2003,2003
"Alabama","Henry","Robbery","Misconduct",1984,1987
"Nevada","Clark","Drug Possession or Sale","Misdemeanor",2013,2013
"North Carolina","Catawba","Sexual Assault","Misconduct",1987,1988
"Michigan","St. Clair","Sexual Assault","Misconduct",2001,2003
"New York","Onondaga","Attempted Murder","Misconduct",1996,1996
"New York","Kings","Robbery","Misconduct",1991,1993
"New Jersey","Gloucester","Child Sex Abuse","Misconduct",1993,1998
"Texas","Montgomery","Drug Possession or Sale","Misdemeanor",2013,2013
"District of Columbia",NA,"Murder","Misconduct",2001,2010
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1997,1997
"New York","Queens","Child Sex Abuse","Misconduct",1987,1987
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1998,1998
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"Massachusetts","Plymouth","Assault","Misconduct",2010,2010
"California","Los Angeles","Murder","Misconduct",1993,1994
"New York","Kings","Murder","Misconduct",1971,1972
"Alabama","Madison","Attempted Murder","Misconduct",1999,2000
"Massachusetts","Essex","Arson","Misconduct",2002,2004
"Texas","Bexar","Child Sex Abuse","Misconduct",1992,1994
"Massachusetts","Suffolk","Drug Possession or Sale","Misdemeanor",1990,1992
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2015,2015
"Pennsylvania","Philadelphia","Murder","Misconduct",1994,1995
"Virginia","Powhatan","Child Sex Abuse","Misconduct",1994,1994
"Wisconsin","Milwaukee","Attempt, Violent","Misconduct",1995,1996
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"New Jersey","Middlesex","Child Sex Abuse","Misconduct",2003,2004
"Florida","Duval","Attempted Murder","Misconduct",1998,1999
"Ohio","Franklin","Murder","Misconduct",1992,1993
"Fed-NV",NA,"Fraud","Nonviolent felony",2007,2012
"Pennsylvania","Philadelphia","Child Sex Abuse","Misconduct",1983,1984
"Utah","Salt Lake","Murder","Misconduct",1985,2004
"Massachusetts","Suffolk","Murder","Misconduct",1971,1972
"Maryland","Baltimore City","Murder","Misconduct",1991,1992
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2006
"Fed-WI","(Western)","Fraud","Nonviolent felony",2006,2011
"California","Los Angeles","Murder","Misconduct",1985,1990
"Mississippi","Forrest","Other Nonviolent Felony","Nonviolent felony",2010,2012
"Missouri","Cass","Arson","Misconduct",2001,2001
"Texas","Swisher","Drug Possession or Sale","Misdemeanor",1998,2000
"Missouri","Christian","Murder","Misconduct",2003,2009
"Texas","Angelina","Child Sex Abuse","Misconduct",1992,1993
"New Jersey","Union","Murder","Misconduct",1985,1988
"New York","Nassau","Murder","Misconduct",1984,1986
"Washington","Clark","Child Sex Abuse","Misconduct",2017,2018
"New York","Kings","Murder","Misconduct",1991,1992
"Michigan","Wayne","Murder","Misconduct",1994,1995
"Georgia","Dougherty","Murder","Misconduct",2010,2011
"Massachusetts","Suffolk","Assault","Misconduct",2011,2012
"Louisiana","St. Tammany","Robbery","Misconduct",1984,1986
"Illinois","Cook","Sexual Assault","Misconduct",1981,1982
"Utah","Juab","Sexual Assault","Misconduct",1992,1993
"Pennsylvania","Northampton","Arson","Misconduct",2007,2008
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2016,2016
"California","Ventura","Murder","Misconduct",1978,1980
"Fed-MI","(Eastern)","Fraud","Nonviolent felony",2001,2003
"Iowa","Pottawattamie","Sexual Assault","Misconduct",1989,1990
"Michigan","Kent","Theft","Misdemeanor",2005,2006
"Minnesota","Douglas","Murder","Misconduct",2004,2006
"Texas","Denton","Sex Offender Registration","Nonviolent felony",2000,2001
"Illinois","Cook","Murder","Misconduct",1991,1995
"Kentucky","Meade","Murder","Misconduct",1992,1995
"Massachusetts","Suffolk","Assault","Misconduct",1989,1990
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2008,2009
"New York","Kings","Murder","Misconduct",1991,1992
"Texas","Dallas","Child Sex Abuse","Misconduct",1993,1994
"Maryland","Worcester","Murder","Misconduct",2010,2011
"Kansas","Sedgwick","Burglary/Unlawful Entry","Misdemeanor",1987,1987
"Tennessee","Knox","Assault","Misconduct",1982,1985
"Illinois","Vermilion","Murder","Misconduct",2009,2014
"Illinois","Jackson","Murder","Misconduct",2002,2002
"Fed-DE",NA,"Fraud","Nonviolent felony",2010,2018
"New Jersey","Monmouth","Sexual Assault","Misconduct",1988,1992
"Michigan","Wayne","Murder","Misconduct",2002,2003
"Iowa","Pottawattamie","Murder","Misconduct",1977,1978
"New Jersey","Camden","Murder","Misconduct",2011,2015
"Ohio","Tuscarawas","Murder","Misconduct",1998,1999
"Washington","Pierce","Murder","Misconduct",1984,1984
"New York","Tioga","Murder","Misconduct",2001,2007
"California","Los Angeles","Weapon Possession or Sale","Misdemeanor",1996,1996
"Illinois","Cook","Murder","Misconduct",2011,2014
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2008,2008
"California","Los Angeles","Robbery","Misconduct",2013,2013
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2007
"New York","Queens","Robbery","Misconduct",1991,1992
"Pennsylvania","Philadelphia","Murder","Misconduct",2012,2015
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2009,2010
"Illinois","St. Clair","Attempted Murder","Misconduct",1978,1979
"Illinois","Cook","Murder","Misconduct",1989,1992
"Connecticut","New Haven","Sexual Assault","Misconduct",1983,1989
"Fed-WI","(Eastern)","Tax Evasion/Fraud","Nonviolent felony",1987,1990
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2006
"Illinois","Cook","Murder","Misconduct",2005,2005
"Louisiana","Bossier","Manslaughter","Misconduct",2016,2019
"Illinois","Cook","Child Sex Abuse","Misconduct",2001,2002
"Illinois","Cook","Murder","Misconduct",1977,1977
"West Virginia","Kanawha","Sexual Assault","Misconduct",1984,1987
"Georgia","DeKalb","Sexual Assault","Misconduct",1986,1987
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2007
"Michigan","Hillsdale","Sex Offender Registration","Nonviolent felony",2013,2013
"Michigan","Hillsdale","Sex Offender Registration","Nonviolent felony",2014,2014
"California","Napa","Child Sex Abuse","Misconduct",1987,1990
"Texas","Tarrant","Child Sex Abuse","Misconduct",1988,1992
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2007
"Virginia","Newport News City","Murder","Misconduct",1982,1983
"Virginia","Culpeper","Murder","Misconduct",1996,2001
"Oregon","Umatilla","Child Sex Abuse","Misconduct",2018,2019
"California","Los Angeles","Murder","Misconduct",1983,1988
"Indiana","Marion","Robbery","Misconduct",1977,1978
"New York","Kings","Murder","Misconduct",1991,1992
"Michigan","Macomb","Sexual Assault","Misconduct",1996,1998
"New York","Putnam","Arson","Misconduct",2007,2008
"Utah","Salt Lake","Child Sex Abuse","Misconduct",2006,2007
"Texas","Tarrant","Child Sex Abuse","Misconduct",1991,1993
"Fed-CA","(Eastern)","Supporting Terrorism","Misconduct",2005,2006
"Texas","Nueces","Murder","Misconduct",2014,2015
"Oregon","Multnomah","Drug Possession or Sale","Misdemeanor",2010,2010
"Nevada","Clark","Murder","Misconduct",1985,1985
"Louisiana","Jefferson","Murder","Misconduct",1997,1998
"Texas","Bexar","Murder","Misconduct",1998,2002
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2007
"Minnesota","Hennepin","Murder","Misconduct",2004,2005
"Illinois","Kankakee","Murder","Misconduct",1999,2000
"Virginia","Richmond City","Sexual Assault","Misconduct",1984,1984
"Nevada","Clark","Child Sex Abuse","Misconduct",1992,1993
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2005,2005
"Fed-TN","(Eastern)","Other Nonviolent Felony","Nonviolent felony",2013,2018
"California","Orange","Weapon Possession or Sale","Misdemeanor",2005,2006
"Ohio","Cuyahoga","Attempted Murder","Misconduct",2015,2016
"Texas","Harris","Weapon Possession or Sale","Misdemeanor",2011,2011
"Fed-MA",NA,"Arson","Misconduct",2001,2006
"Vermont","Chittenden","Assault","Misconduct",2015,2016
"Wisconsin","St. Croix","Child Sex Abuse","Misconduct",2017,2017
"Florida","Duval","Murder","Misconduct",1994,1996
"Michigan","Otsego","Accessory to Murder","Misconduct",1986,1989
"Missouri","Osage","Murder","Misconduct",1993,1996
"Texas","Swisher","Drug Possession or Sale","Misdemeanor",1999,2000
"Illinois","Cook","Murder","Misconduct",1994,1996
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2006
"New Jersey","Camden","Drug Possession or Sale","Misdemeanor",2006,2007
"New Jersey","Camden","Drug Possession or Sale","Misdemeanor",2008,2009
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2008
"Ohio","Franklin","Sex Offender Registration","Nonviolent felony",2003,2003
"Connecticut","Litchfield","Murder","Misconduct",1985,1989
"Connecticut","New Haven","Murder","Misconduct",1996,1999
"Louisiana","Orleans","Murder","Misconduct",2004,2011
"Texas","Swisher","Drug Possession or Sale","Misdemeanor",1998,2000
"Texas","Dallas","Sexual Assault","Misconduct",1984,1984
"Illinois","DuPage","Murder","Misconduct",1983,1985
"Texas","El Paso","Murder","Misconduct",1994,1994
"Massachusetts","Hampden","Murder","Misconduct",2008,2010
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2015,2015
"California","Monterey","Murder","Misconduct",2001,2002
"California","Los Angeles","Murder","Misconduct",2006,2012
"Illinois","Cook","Murder","Misconduct",1997,2001
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1997,1998
"Fed-TX","(Western)","Drug Possession or Sale","Misdemeanor",2001,2004
"California","Los Angeles","Weapon Possession or Sale","Misdemeanor",1996,1996
"Arizona","Maricopa","Murder","Misconduct",2008,2010
"Illinois","Cook","Murder","Misconduct",1997,1999
"California","Santa Clara","Assault","Misconduct",1997,1998
"Texas","Galveston","Drug Possession or Sale","Misdemeanor",2011,2011
"California","Los Angeles","Murder","Misconduct",1999,1999
"Texas","Denton","Attempted Murder","Misconduct",1990,1990
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2007
"New York","Kings","Assault","Misconduct",2013,2016
"Illinois","Cook","Murder","Misconduct",1961,1961
"Indiana","Miami","Assault","Misconduct",2017,2018
"Wisconsin","Dane","Sexual Assault","Misconduct",1990,1991
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2007
"Texas","Harris","Attempt, Nonviolent","Nonviolent felony",2013,2013
"Pennsylvania","Philadelphia","Sexual Assault","Misconduct",2001,2002
"New York","Bronx","Sexual Assault","Misconduct",1998,2000
"New York","New York","Murder","Misconduct",1990,1992
"Michigan","Wayne","Murder","Misconduct",1987,1988
"Michigan","Wayne","Murder","Misconduct",1987,1988
"Minnesota","Ramsey","Weapon Possession or Sale","Misdemeanor",2010,2013
"Louisiana","Orleans","Sexual Assault","Misconduct",1992,1999
"Ohio","Franklin","Kidnapping","Misconduct",2001,2001
"Illinois","Cook","Attempted Murder","Misconduct",2009,2013
"Illinois","Cook","Murder","Misconduct",1990,1994
"Indiana","Lake","Sexual Assault","Misconduct",1980,1982
"Indiana","Lake","Murder","Misconduct",1980,2018
"Pennsylvania","Philadelphia","Murder","Misconduct",2010,2013
"Massachusetts","Hampden","Murder","Misconduct",1994,1996
"New York","Kings","Murder","Misconduct",1987,1988
"Illinois","Cook","Murder","Misconduct",2005,2012
"New Jersey","Camden","Murder","Misconduct",2004,2006
"New York","New York","Murder","Misconduct",1990,1991
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"Alabama","Jefferson","Murder","Misconduct",1985,1986
"Michigan","Genesee","Murder","Misconduct",2007,2009
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2008,2009
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2008,2009
"Pennsylvania","Philadelphia","Drug Possession or Sale","Misdemeanor",2006,2009
"New Mexico","Chaves","Manslaughter","Misconduct",2012,2013
"Illinois","Cook","Murder","Misconduct",1987,1990
"Texas","Bowie","Drug Possession or Sale","Misdemeanor",2019,2019
"Oklahoma","Tulsa","Murder","Misconduct",1992,1994
"Texas","Lavaca","Robbery","Misconduct",2012,2013
"New York","Rockland","Child Sex Abuse","Misconduct",1994,1996
"North Carolina","Union","Murder","Misconduct",1995,1996
"Wisconsin","Milwaukee","Sexual Assault","Misconduct",1995,1995
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2004
"Oregon","Yamhill","Child Sex Abuse","Misconduct",1999,2002
"Michigan","Wayne","Murder","Misconduct",2005,2006
"West Virginia","Kanawha","Sexual Assault","Misconduct",1982,1984
"Ohio","Portage","Robbery","Misconduct",1982,1988
"Alabama","Tuscaloosa","Sexual Assault","Misconduct",1987,1988
"Illinois","Cook","Sexual Assault","Misconduct",1993,1997
"Illinois","Cook","Attempted Murder","Misconduct",1993,1995
"Pennsylvania","Philadelphia","Murder","Misconduct",1991,1993
"Wisconsin","Milwaukee","Sexual Assault","Misconduct",1992,1993
"California","San Diego","Sex Offender Registration","Nonviolent felony",2005,2005
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2007
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2007
"Fed-MO","(Eastern)","Drug Possession or Sale","Misdemeanor",2003,2006
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"Florida","Broward","Robbery","Misconduct",1988,1989
"Alabama","Shelby","Child Sex Abuse","Misconduct",1987,1988
"Florida","Hillsborough","Murder","Misconduct",1986,1986
"Virginia","Nelson","Sexual Assault","Misconduct",1984,1985
"Illinois","Cook","Murder","Misconduct",1993,1996
"New York","Kings","Weapon Possession or Sale","Misdemeanor",2012,2013
"Ohio","Franklin","Murder","Misconduct",2002,2003
"Pennsylvania","Beaver","Murder","Misconduct",1979,2013
"Arkansas","Jefferson","Sexual Assault","Misconduct",2014,2016
"Virginia","Richmond City","Murder","Misconduct",1990,1990
"Florida","Hillsborough","Robbery","Misconduct",1990,1990
"Connecticut","New Haven","Murder","Misconduct",1999,2000
"Oregon","Deschutes","Child Sex Abuse","Misconduct",2013,2017
"Rhode Island","Kent","Murder","Misconduct",1989,1996
"Texas","Angelina","Drug Possession or Sale","Misdemeanor",2011,2012
"Illinois","Winnebago","Murder","Misconduct",1993,1995
"Ohio","Franklin","Robbery","Misconduct",2004,2006
"Kentucky","Hart","Manslaughter","Misconduct",2012,2013
"Tennessee","Union","Murder","Misconduct",1985,1986
"Fed-Military",NA,"Military Justice Offense","Nonviolent felony",2001,2002
"Tennessee","Montgomery","Murder","Misconduct",1994,1997
"Ohio","Cuyahoga","Murder","Misconduct",1991,1992
"Illinois","Cook","Murder","Misconduct",1983,1984
"Michigan","Wayne","Murder","Misconduct",1994,1995
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2007
"North Carolina","Durham","Murder","Misconduct",1991,1995
"California","Los Angeles","Murder","Misconduct",2002,2003
"Mississippi","Lowndes","Murder","Misconduct",1992,1994
"California","Los Angeles","Murder","Misconduct",1995,1997
"Illinois","Cook","Murder","Misconduct",1984,1987
"Ohio","Franklin","Murder","Misconduct",1976,1977
"Pennsylvania","Philadelphia","Murder","Misconduct",1982,1983
"Michigan","Macomb","Robbery","Misconduct",2014,2016
"California","Kern","Child Sex Abuse","Misconduct",1984,1985
"Louisiana","Orleans","Robbery","Misconduct",1999,2000
"Louisiana","Orleans","Murder","Misconduct",1967,1967
"Maryland","Harford","Murder","Misconduct",1981,1981
"Maryland","Wicomico","Robbery","Misconduct",2003,2004
"Mississippi","Hinds","Murder","Misconduct",2004,2007
"Kansas","Seward","Murder","Misconduct",2000,2001
"Texas","Denton","Drug Possession or Sale","Misdemeanor",2014,2014
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2008,2008
"North Carolina","Forsyth","Murder","Misconduct",1984,1985
"North Carolina","Forsyth","Murder","Misconduct",1983,1987
"Alabama","Montgomery","Official Misconduct","Nonviolent felony",1987,1993
"California","San Diego","Robbery","Misconduct",1990,1991
"California","Alameda","Murder","Misconduct",2011,2016
"California","Marin","Murder","Misconduct",1997,2000
"Ohio","Hamilton","Child Sex Abuse","Misconduct",1993,1994
"California","Ventura","Traffic Offense","Nonviolent felony",2016,2017
"West Virginia","Mercer","Murder","Misconduct",1995,1998
"Kentucky","Jefferson","Child Sex Abuse","Misconduct",2000,2001
"Maine","Androscoggin","Other Violent Misdemeanor","Misdemeanor",2017,2018
"Tennessee","Knox","Assault","Misconduct",1982,1985
"New York","New York","Robbery","Misconduct",2014,2015
"Illinois","Cook","Murder","Misconduct",1993,1994
"Iowa","Polk","Other Nonviolent Misdemeanor","Misdemeanor",1999,2000
"Pennsylvania","Philadelphia","Robbery","Misconduct",2007,2008
"Georgia","Cook","Murder","Misconduct",1998,2001
"Ohio","Cuyahoga","Robbery","Misconduct",2015,2016
"Connecticut","New Haven","Murder","Misconduct",1986,1989
"New York","New York","Drug Possession or Sale","Misdemeanor",2017,2017
